factor_name,horizon,period,universe,n_days,ic_mean,ic_std,icir,rank_ic_mean,pos_ic_ratio,t_stat,p_value,ci_low,ci_high,partial_ic_mean,partial_ic_std,partial_icir,partial_t_stat,partial_p_value,partial_ci_low,partial_ci_high
noise_beta,20,post_event,theme_core,47,0.04266101879110851,0.11190291713004855,0.381232410067825,0.03829787234042553,0.6595744680851063,2.613597725903462,0.012067884784717098,0.010668491401810816,0.0746535461804062,0.043627880098723926,0.11822462037727673,0.36902533465110104,2.529910233165356,0.014897765495955229,0.009828006936224293,0.07742775326122356
noise_beta,20,post_event_extended,theme_core,83,0.02923180653396669,0.11124554881744715,0.26276832506742176,0.02690650082750129,0.6506024096385542,2.393933372229744,0.018950949468134137,0.005298667261502334,0.053164945806431045,0.025753175485712532,0.12371918873563327,0.2081582958060181,1.8964123278885991,0.06142712727170996,-0.0008635171025470414,0.052369868073972106
noise_beta,20,pre_event,theme_core,150,-0.02021350704575343,0.11645508306869135,-0.1735734200097598,-0.022157524613220816,0.41333333333333333,-2.1258315596685153,0.03516583650932681,-0.03885020176857262,-0.0015768123229342353,-0.016301068902116994,0.12094736965165877,-0.13477820103955793,-1.6506891049858312,0.10090835204227289,-0.03565667920550211,0.0030545414012681203
noise_beta,40,post_event,theme_core,47,0.022595711723304223,0.09947878470736833,0.22714101091778388,0.0222820719992818,0.6170212765957447,1.5572003164382489,0.1262770495312353,-0.005844813564395663,0.05103623701100411,0.026308485092909124,0.11373574661485919,0.23131236990949694,1.5857977128997107,0.11963651099034323,-0.006208039784537801,0.05882500997035605
noise_beta,40,post_event_extended,theme_core,63,0.02812446015222494,0.12054166335478576,0.23331733916303504,0.019063990653301482,0.6190476190476191,1.8518989679541051,0.06880307628954974,-0.001641711141265944,0.05789063144571582,0.02816640901985321,0.12517195069738138,0.22502173101024026,1.7860546195151008,0.07898046426736238,-0.002743150562316967,0.05907596860202338
noise_beta,40,pre_event,theme_core,150,-0.027194774987794948,0.11178802203301551,-0.24327092020434207,-0.024232067510548523,0.41333333333333333,-2.9794481187898043,0.0033727620652339585,-0.04508458439240652,-0.009304965583183375,-0.02789032238876982,0.11024519418520726,-0.25298447333600105,-3.0984143625996947,0.00232611388566184,-0.045533227915493066,-0.010247416862046572
noise_beta,60,post_event,theme_core,47,0.025845211555735614,0.1296591410159819,0.1993319665178864,0.020528473531436095,0.5531914893617021,1.366551113265335,0.1784088258058787,-0.011223738268028579,0.0629141613794998,0.022888064047648593,0.13610872811592659,0.16816014934879386,1.1528479014871853,0.25492851720244203,-0.016024792952412395,0.06180092104770958
noise_beta,60,post_event_extended,theme_core,43,0.018997936512195047,0.10124550102912389,0.18764227861078167,0.0050463916963769785,0.627906976744186,1.230452706550149,0.22537472116601975,-0.011264060040522262,0.04925993306491236,0.024479556782653,0.11243894820916704,0.21771421000056282,1.4276475479456665,0.1607869125692334,-0.009128129766482519,0.058087243331788524
noise_beta,60,pre_event,theme_core,150,-0.03007980678794124,0.11566159627566698,-0.26006736684015025,-0.032519456165025794,0.4266666666666667,-3.1851617375378902,0.0017622038943483354,-0.048589517177071356,-0.011570096398811121,-0.029038889845720287,0.11828885012472187,-0.24549135286294646,-3.006642753898766,0.0031010722054622963,-0.04796904841670698,-0.010108731274733593
order_or_contract,1,post_event,theme_core,47,0.011072969819883592,0.1013069830482245,0.10930115068783164,0.01695450229201623,0.5106382978723404,0.7493309365421608,0.4574728310742471,-0.01789022893328937,0.04003616857305656,0.01051987167412326,0.09836442888904162,0.10694792612469727,0.7331980417401318,0.46715788898566757,-0.017602064429723546,0.038641807777970064
order_or_contract,1,post_event_extended,theme_core,102,0.004147314062500554,0.11177239967596526,0.03710499259677578,0.002802454609896281,0.5490196078431373,0.37474205596902527,0.7086380132400689,-0.017544234652205157,0.02583886277720627,0.0037154549480404807,0.12331128849723197,0.030130696007802105,0.30430511312708386,0.7615215414438143,-0.02021543344001665,0.02764634333609761
order_or_contract,1,pre_event,theme_core,150,0.003960996660240506,0.11059799784268773,0.03581436135828195,0.0049959545489313105,0.5266666666666666,0.43863455395720924,0.6615616994675575,-0.013738369210576779,0.02166036253105779,0.004768623834228504,0.11427125045717866,0.04173073992933568,0.5110950970783007,0.6100409616451725,-0.013518584883909454,0.023055832552366463
order_or_contract,2,post_event,theme_core,47,0.008451814355768807,0.08805938098691055,0.09597858014724307,0.008967007131155122,0.48936170212765956,0.6579959945264072,0.5138203537824224,-0.016723956127803703,0.033627584839341314,0.0072003651952134064,0.10066156190117588,0.07153043385401012,0.490387947919927,0.626190476615184,-0.021578310631711013,0.03597904102213783
order_or_contract,2,post_event_extended,theme_core,101,0.006200017203479529,0.11434704103968107,0.05422105501906235,0.0035768241929092434,0.504950495049505,0.5449148589875292,0.5870253010476458,-0.016100776247810783,0.028500810654769837,0.007180392269044824,0.11519380768348873,0.06233314457990629,0.626440350101404,0.5324535679343267,-0.015285543785441,0.029646328323530646
order_or_contract,2,pre_event,theme_core,150,0.0069122952447632,0.11655143177469231,0.059306823944689786,0.007062454204859279,0.5066666666666667,0.7263572846478271,0.46875927506163495,-0.01173981848230521,0.025564408971831612,0.007716558260285196,0.11828071991606107,0.06523935824673133,0.7990156942556275,0.4255531413163265,-0.011212299206337041,0.026645415726907436
order_or_contract,3,post_event,theme_core,47,0.011668279227833533,0.08627006287962694,0.13525293524028542,0.008060902309185509,0.48936170212765956,0.9272474076978073,0.35863790706107457,-0.012995933469547305,0.03633249192521437,0.007612960572813916,0.10299801974319751,0.07391365961981723,0.5067265206050768,0.6147671763823803,-0.021833697764503387,0.03705961891013122
order_or_contract,3,post_event_extended,theme_core,100,0.006753184760356971,0.11525346639392872,0.05859420086572522,0.004698804815047083,0.53,0.5859420086572522,0.5592479631357787,-0.01583649465285306,0.029342864173567,0.007892191296026793,0.11472141743270807,0.06879440188800057,0.6879440188800057,0.49309677101025007,-0.01459320652078399,0.030377589112837576
order_or_contract,3,pre_event,theme_core,150,0.007908654285036001,0.11805439158454306,0.06699161444894089,0.009829952473777763,0.5,0.8204763622258303,0.413255275876395,-0.010983983105051337,0.026801291675123337,0.00802812242455357,0.11935422699331956,0.06726299207654302,0.8238000458019915,0.41136985716253394,-0.011072531954272586,0.027128776803379724
order_or_contract,5,post_event,theme_core,47,0.015100776501538337,0.09116629285668013,0.16563990953627813,0.012027047139185077,0.5531914893617021,1.135570007822398,0.26201869222907037,-0.010963245742032718,0.04116479874510939,0.006365390047866845,0.11124552263062198,0.0572192920429022,0.3922757027256133,0.6966662365039151,-0.0254391912890144,0.03816997138474809
order_or_contract,5,post_event_extended,theme_core,98,0.00816156567229699,0.11707189429002,0.06971413353984429,0.00850315267813563,0.5102040816326531,0.6901347119879581,0.4917574234029174,-0.015017486822574791,0.03134061816716877,0.010913104842639904,0.1161195324768172,0.09398164641094006,0.930370832779529,0.35448880470884836,-0.012077389633279407,0.03390359931855921
order_or_contract,5,pre_event,theme_core,150,0.009986446937140908,0.11530978094943391,0.08660537601333405,0.017607274669408954,0.5133333333333333,1.0606949010727105,0.29054488580099336,-0.008466961273835704,0.028439855148117518,0.011319022828724802,0.11410533678163795,0.09919801429082922,1.2149225925492264,0.2263173663669802,-0.006941634171446758,0.029579679828896362
order_or_contract,10,post_event,theme_core,47,0.026908878040802626,0.09603578855857826,0.2801963564279915,0.023408636772948178,0.574468085106383,1.9209294399611707,0.060950969841639946,-0.0005473105431149858,0.05436506662472024,0.014673182781323582,0.11588848547980808,0.12661467375790475,0.868026470626657,0.3898859224401052,-0.018458800199139938,0.0478051657617871
order_or_contract,10,post_event_extended,theme_core,93,0.003163193411803789,0.12192311340992706,0.025944165329575972,0.003333817376219968,0.5376344086021505,0.25019646972389237,0.8029932726647961,-0.02161676888733402,0.027943155710941595,0.00489696987179517,0.12525449230076266,0.039096161597434,0.3770297285409979,0.7070197810191658,-0.020560070308724303,0.03035401005231464
order_or_contract,10,pre_event,theme_core,150,0.013989519244591471,0.11355142821555467,0.12319985282822835,0.015287794117988382,0.5733333333333334,1.5088838790757124,0.13344601573900539,-0.004182493923310788,0.032161532412493726,0.015936845300930966,0.11217532984596149,0.14207085749438267,1.740005540904505,0.08392280669327423,-0.002014946262667853,0.03388863686452978
order_or_contract,20,post_event,theme_core,47,0.048714525647129144,0.07462025397010262,0.6528324825408276,0.061916810474177374,0.7021276595744681,4.47559401222226,4.984855259970722e-05,0.02738093953372643,0.07004811176053186,0.027978877406381965,0.06701293403938013,0.4175145859147159,2.862335791660759,0.006310388007412904,0.008820188940731787,0.04713756587203215
order_or_contract,20,post_event_extended,theme_core,83,-0.008410558293538293,0.10988862128142587,-0.07653711726893696,-0.006005928077663862,0.39759036144578314,-0.6972863232178282,0.4875959112144741,-0.03205177095817467,0.015230654371098083,-0.0009809091547047046,0.10962954106023598,-0.008947489383046344,-0.08151550772434252,0.9352306314208167,-0.02456638383177761,0.022604565522368197
order_or_contract,20,pre_event,theme_core,150,0.009051804444486325,0.11154199703073374,0.08115153651043414,0.011259415519603442,0.52,0.993899281467015,0.32188323141006836,-0.008798632759780827,0.026902241648753475,0.014750695404437303,0.11071984114539359,0.13322540252805443,1.631671284853147,0.10486052803907286,-0.002968169455833362,0.032469560264707965
order_or_contract,40,post_event,theme_core,47,0.07752617168636662,0.06554181254478962,1.182850590733773,0.11243208516420844,0.8936170212765957,8.109215093951082,2.0423995827911767e-10,0.05878807006434604,0.0962642733083872,0.030263709492571306,0.048553399843022045,0.6233077310840617,4.273182514071984,9.588266640592202e-05,0.016382516632190588,0.04414490235295203
order_or_contract,40,post_event_extended,theme_core,63,0.030587613338885766,0.07688207371407224,0.3978510446094681,0.02133442537587912,0.6666666666666666,3.1578447686517515,0.0024554509811192116,0.011602600921757796,0.04957262575601373,0.06472536081593575,0.08430423286105672,0.7677593238124917,6.0939007126768905,7.718655425925647e-08,0.043907544251361785,0.0855431773805097
order_or_contract,40,pre_event,theme_core,150,-0.02042922552059642,0.09333245540235723,-0.2188866180850574,-0.018810353417953708,0.48,-2.680802629159235,0.008172204200904698,-0.03536552914281679,-0.005492921898376047,-0.006131726200576515,0.10779254174183675,-0.056884512615557443,-0.6966901508751412,0.48708219714337964,-0.02338212558979342,0.01111867318864039
order_or_contract,60,post_event,theme_core,47,0.10505241532418895,0.04948175704744129,2.123053456316609,0.12314968868116256,1.0,14.554921194694296,0.0,0.09090580942497817,0.11919902122339973,0.049352569411827564,0.04317377725014821,1.143114467976233,7.836797961166254,5.151736814923424e-10,0.037009385814838834,0.061695753008816294
order_or_contract,60,post_event_extended,theme_core,43,0.038798232468414656,0.04202697640384192,0.9231744890614566,0.034824875854335545,0.813953488372093,6.053659959224412,3.325077480020866e-07,0.02623648698711817,0.051359977949711144,0.09730120019851446,0.053001388516685524,1.8358236061661437,12.038300438896895,3.3306690738754696e-15,0.08145923368861702,0.1131431667084119
order_or_contract,60,pre_event,theme_core,150,-0.022089997576920404,0.1076383623445491,-0.20522420720421766,-0.02436556423884077,0.41333333333333333,-2.513472952587704,0.013018244997037298,-0.03931572312379328,-0.004864272030047533,-0.008234412218963483,0.11715275727390502,-0.07028782258800188,-0.8608465023593719,0.39070571457641323,-0.026982758068001735,0.01051393363007477
price_momentum,1,post_event,theme_core,47,-0.005444521810730235,0.1024093327055588,-0.053164312928236715,-0.010193913277673045,0.5531914893617021,-0.36447616650362674,0.7171726778914869,-0.03472287724175696,0.02383383362029649,,,,,,,
price_momentum,1,post_event_extended,theme_core,102,0.009662169285225489,0.12061429999516769,0.08010799122170917,0.009339924436722652,0.5392156862745098,0.8090510529459176,0.42038757836611107,-0.013745317461235603,0.03306965603168658,,,,,,,
price_momentum,1,pre_event,theme_core,130,-0.0012856610083554064,0.13650017824880253,-0.00941874966648027,-0.0031622128457571472,0.4846153846153846,-0.10739026904881506,0.9146462149350545,-0.02475050189846584,0.022179179881755027,,,,,,,
price_momentum,2,post_event,theme_core,47,-0.00929608745358908,0.10342486870088112,-0.08988251636533025,-0.011887661968459168,0.425531914893617,-0.6162034868155984,0.5407977357915073,-0.03886477993728985,0.020272605030111697,,,,,,,
price_momentum,2,post_event_extended,theme_core,101,0.012848774426030976,0.1234009271039171,0.1041221871470293,0.009668899379389416,0.5148514851485149,1.0464150302267166,0.2978921950784281,-0.011217773881827738,0.03691532273388969,,,,,,,
price_momentum,2,pre_event,theme_core,130,-0.005222815145095532,0.12673341661497228,-0.041211034031875926,-0.0061141764939233265,0.5,-0.46987808246069174,0.639235467470598,-0.027008716778938197,0.016563086488747134,,,,,,,
price_momentum,3,post_event,theme_core,47,-0.012386160975575454,0.10549696466481571,-0.11740774736911802,-0.010943531735344287,0.40425531914893614,-0.8049069633738175,0.42501423526766935,-0.04254725612919403,0.01777493417804312,,,,,,,
price_momentum,3,post_event_extended,theme_core,100,0.014184050555989194,0.1175630539881942,0.12065057919823664,0.012862165963431784,0.47,1.2065057919823663,0.2304977201134566,-0.008858308025696869,0.037226409137675255,,,,,,,
price_momentum,3,pre_event,theme_core,130,-0.004841042710405636,0.12024070867866474,-0.04026126229298098,-0.0037924194886220204,0.49230769230769234,-0.4590490184992748,0.6469715228813473,-0.025510825957987142,0.015828740537175874,,,,,,,
price_momentum,5,post_event,theme_core,47,-0.011737023769715775,0.0906942569794766,-0.12941308700915619,-0.01597490299348635,0.2978723404255319,-0.887211425306422,0.3795804390369699,-0.03766609313522544,0.014192045595793892,,,,,,,
price_momentum,5,post_event_extended,theme_core,98,0.013522858637715268,0.10885727641202546,0.12422558310692218,0.01925500157869055,0.4897959183673469,1.2297705309646079,0.2217574850619468,-0.008029782495368381,0.03507549977079892,,,,,,,
price_momentum,5,pre_event,theme_core,130,-0.006612926797665979,0.11652468991180853,-0.05675129281760766,-0.010048505175087456,0.47692307692307695,-0.6470642941324146,0.5187400785613616,-0.026643913889611626,0.013418060294279666,,,,,,,
price_momentum,10,post_event,theme_core,47,-0.005613937410919257,0.09843345094499498,-0.05703282123123316,-0.023121963870684586,0.46808510638297873,-0.39099732324775394,0.6976043738441462,-0.03375560660191148,0.022527731780072967,,,,,,,
price_momentum,10,post_event_extended,theme_core,93,0.0038318078370389573,0.08681782755724621,0.04413618659730144,0.007582333933225452,0.5591397849462365,0.42563396946639304,0.6713686293284749,-0.0138132672729479,0.021476882947025815,,,,,,,
price_momentum,10,pre_event,theme_core,130,0.0004553960783983837,0.09992460299483762,0.004557396924778483,-0.005021097046413504,0.47692307692307695,0.051962319760548104,0.9586390954120816,-0.016721980100609546,0.017632772257406316,,,,,,,
price_momentum,20,post_event,theme_core,47,-0.022620035708082055,0.12386556834185863,-0.18261762337094878,-0.0792620522488554,0.48936170212765956,-1.2519633497773501,0.21691186557466713,-0.058032629851293545,0.012792558435129435,,,,,,,
price_momentum,20,post_event_extended,theme_core,83,0.004042979580920875,0.09068569166807465,0.04458233163969109,0.016694061760403077,0.46987951807228917,0.406164371206789,0.6856798471858105,-0.01546695418077403,0.02355291334261578,,,,,,,
price_momentum,20,pre_event,theme_core,130,0.014747011398944744,0.09613309165426094,0.15340202988562793,0.011373652133145807,0.5461538461538461,1.7490522463591647,0.08266043398996192,-0.0017785911964601064,0.03127261399434959,,,,,,,
price_momentum,40,post_event,theme_core,47,0.02569034453894301,0.08474739095030849,0.30314024126130923,-0.025097006513650745,0.6170212765957447,2.0782247895697767,0.04329542796292141,0.0014614567164894406,0.04991923236139657,,,,,,,
price_momentum,40,post_event_extended,theme_core,63,0.022378913508954556,0.07186592805129888,0.3113981008215769,0.047215338706196645,0.6190476190476191,2.4716458005351316,0.01620908251404618,0.00463257199511212,0.04012525502279699,,,,,,,
price_momentum,40,pre_event,theme_core,130,0.005532966672004415,0.08397245114836348,0.06589026039300326,0.0034579321288182095,0.4846153846153846,0.7512645565348538,0.4538618035417561,-0.008902180817381415,0.019968114161390244,,,,,,,
price_momentum,60,post_event,theme_core,47,-0.027689418744525532,0.1582919404656453,-0.17492627017567627,-0.05555954554069285,0.44680851063829785,-1.199234088860871,0.23657798491761306,-0.07294435374293043,0.017565516253879372,,,,,,,
price_momentum,60,post_event_extended,theme_core,43,0.07470476203948727,0.054880670171419094,1.3612217526890227,0.09113160849987463,0.9302325581395349,8.926127961200887,2.9754865238373895e-11,0.058301083509015465,0.09110844056995906,,,,,,,
price_momentum,60,pre_event,theme_core,130,-0.0022661690788884923,0.07654490276297332,-0.029605747699567198,0.0069845648959573035,0.5230769230769231,-0.33755745968731854,0.7362453535107085,-0.015424495956735628,0.010892157798958642,,,,,,,
quality,1,post_event,theme_core,47,0.022813838130992047,0.09464973857424615,0.24103434911334884,0.019258660761488668,0.6595744680851063,1.6524482443536013,0.10525377748924813,-0.004246085161332253,0.04987376142331634,0.024403364768379412,0.09825236413037519,0.24837432650472982,1.7027685941236619,0.09536044821424916,-0.0036865325383300153,0.05249326207508884
quality,1,post_event_extended,theme_core,102,-0.007207962274383572,0.10848633348953089,-0.06644120086406231,-0.0030154068190801873,0.46078431372549017,-0.671023236237304,0.5037374319231009,-0.028261787678420167,0.013845863129653021,-0.002683700121638685,0.1139588470273201,-0.023549730377627493,-0.23784061824594432,0.8124865410897302,-0.0247995703090116,0.01943217006573423
quality,1,pre_event,theme_core,150,0.017723029610949795,0.11029381067524378,0.1606892490380501,0.015092514455383656,0.58,1.9680333364711768,0.050920423028099515,7.23438254398058e-05,0.03537371539645978,0.020208142810470443,0.11975806154133815,0.1687413987032095,2.066651626531992,0.04049780132288605,0.0010428614442116214,0.03937342417672926
quality,2,post_event,theme_core,47,0.02908624837448491,0.08100022872401018,0.35908847212752537,0.028076527914933518,0.7021276595744681,2.4617865358920517,0.01763352112872707,0.005928656933140604,0.05224383981582922,0.03493552578351074,0.09144657738559211,0.38203207580095844,2.619079957965601,0.011900886088461737,0.008791371487103274,0.0610796800799182
quality,2,post_event_extended,theme_core,101,-0.009122380944665638,0.11993593558861322,-0.07606044760392666,-0.006441910013786189,0.43564356435643564,-0.7643980381062453,0.44643007785364786,-0.032513161349912424,0.014268399460581149,-0.002814617033790899,0.12446900318025451,-0.022612995700743297,-0.22725779421341155,0.8206872524709516,-0.027089469323563757,0.02146023525598196
quality,2,pre_event,theme_core,150,0.02471402838684316,0.10339505515037338,0.2390252449781097,0.02285669635880606,0.6,2.92744942920058,0.003954088743754358,0.008167373419880906,0.041260683353805415,0.027385201302262296,0.10958422595939885,0.24990094206084518,3.0606489714494676,0.0026203297246452095,0.009848072721648036,0.04492232988287656
quality,3,post_event,theme_core,47,0.03168802873288331,0.08519246484622728,0.3719581161324575,0.0318739962693639,0.7021276595744681,2.5500163700199883,0.014167540910387189,0.00733189633834325,0.05604416112742337,0.040406987933266234,0.09799901131822797,0.41232036313156634,2.8267259943419516,0.006937838942066454,0.012389523025904861,0.0684244528406276
quality,3,post_event_extended,theme_core,100,-0.010243558107731312,0.12155102507837207,-0.08427372867589233,-0.007288795124238162,0.45,-0.8427372867589232,0.4014068070076562,-0.03406755902309224,0.013580442807629616,-0.003258426104406355,0.127658496631113,-0.025524553323090046,-0.2552455332309005,0.7990629871061112,-0.028279491444104507,0.021762639235291793
quality,3,pre_event,theme_core,150,0.027792254128184445,0.09897610880127544,0.2807976032275205,0.028078137208938897,0.62,3.4390542445195607,0.0007572220493559101,0.01195277785994913,0.04363173039641976,0.029894712474254924,0.10555686975749067,0.2832095394921797,3.468594310222208,0.0006842443061298997,0.01300209511717174,0.04678732983133811
quality,5,post_event,theme_core,47,0.032069593279821625,0.09222318345446989,0.34773895324979986,0.03266301583026603,0.6595744680851063,2.383978154585634,0.021308576994124362,0.005703410893651385,0.05843577566599187,0.0473496032803251,0.10068201609223935,0.4702885889466693,3.224136128328349,0.0023262500055312163,0.018565079694605763,0.07613412686604444
quality,5,post_event_extended,theme_core,98,-0.021028826333951485,0.11890436057733456,-0.17685496336591025,-0.011105609613747047,0.3979591836734694,-1.75077481435547,0.0831462150118647,-0.044570688643478906,0.0025130359755759363,-0.015873042844248075,0.12658056959718,-0.12539873137529078,-1.2413841063072175,0.21745746359996132,-0.040934717000262154,0.009188631311766005
quality,5,pre_event,theme_core,150,0.034980398725229886,0.09245546433009572,0.37834863497454974,0.03849523363025473,0.6333333333333333,4.6338055028308816,7.77352068226378e-06,0.020184442904562623,0.04977635454589715,0.03569122610969333,0.1100376952150632,0.3243545408683507,3.9725156044108605,0.00011039545756030833,0.018081527334105136,0.05330092488528153
quality,10,post_event,theme_core,47,0.017725206906141797,0.0985886006643872,0.17978961854303516,0.026097994034972226,0.46808510638297873,1.232575525468908,0.22399682320941094,-0.010460818873350517,0.045911232685634115,0.03784463328966944,0.10914280980474331,0.34674417267957053,2.3771582825929514,0.02166146472003283,0.006641207842188031,0.06904805873715084
quality,10,post_event_extended,theme_core,93,-0.039800358975271274,0.09123765123322806,-0.4362273517270936,-0.027637382857200462,0.3010752688172043,-4.206824232448927,6.0092023950630846e-05,-0.05834373024089706,-0.021256987709645486,-0.03726782421220936,0.09914132959271214,-0.37590603601254213,-3.625106530254197,0.00047336299114775215,-0.0574175590810515,-0.01711808934336722
quality,10,pre_event,theme_core,150,0.039647020899677636,0.0697031171544857,0.5687983912083361,0.05203422409751524,0.7266666666666667,6.9663291248819625,9.744516304976969e-11,0.028492198959695743,0.05080184283965953,0.040152170870042206,0.09565784828429694,0.41974779477277385,5.14083958925884,8.465629701692734e-07,0.02484372688168801,0.0554606148583964
quality,20,post_event,theme_core,47,0.0005330163790509244,0.09613464255370975,0.005544477671024073,0.017341472903013435,0.48936170212765956,0.038011023852177056,0.9698433791255348,-0.026951434105699088,0.028017466863800935,0.029449653444501876,0.1235801908256889,0.23830399716764403,1.6337298944763161,0.10914235359806868,-0.005881352584328831,0.06478065947333259
quality,20,post_event_extended,theme_core,83,-0.03861352234137781,0.07865087972926389,-0.4909483844846398,-0.01680759606640345,0.3253012048192771,-4.472752647635509,2.461075076443109e-05,-0.055534311338978556,-0.021692733343777068,-0.018880304687412888,0.10540411750879108,-0.1791230279579752,-1.63188844870634,0.10653776005638704,-0.04155673040552177,0.003796121030695994
quality,20,pre_event,theme_core,150,0.03714844079355183,0.07437727386192736,0.4994595642549838,0.05075683700578215,0.6733333333333333,6.117105397887693,8.005542007083477e-09,0.025245597991382027,0.04905128359572164,0.0407136116037512,0.09218300108313526,0.4416607305617401,5.4092171465055365,2.468010584788516e-07,0.025961258983759984,0.05546596422374241
quality,40,post_event,theme_core,47,0.06335053442205886,0.10563300951354394,0.5997228964108634,0.07294241453950584,0.7872340425531915,4.111493033744974,0.00016046387062318423,0.03315054467426226,0.09355052416985546,0.09264830788507278,0.12751053278527535,0.7265933712400864,4.9812731881630015,9.360249043188773e-06,0.056193635235065036,0.1291029805350805
quality,40,post_event_extended,theme_core,63,-0.0518528349852648,0.07716761445224937,-0.6719507315773104,-0.009410696611821787,0.31746031746031744,-5.3334435871244406,1.4373861354499695e-06,-0.07090835791541625,-0.032797312055113347,-0.014676054320050326,0.11730967375821423,-0.12510523514283223,-0.9929920197005767,0.32457355630796036,-0.04364412848037676,0.01429201984027611
quality,40,pre_event,theme_core,150,0.05103700158152435,0.05869592434440836,0.8695152542799399,0.054574933583372405,0.7933333333333333,10.649343482761099,0.0,0.041643697359370374,0.06043030580367832,0.04998374800278743,0.07304748022277578,0.6842638219737358,8.380486066411402,3.6415315207705135e-14,0.03829371650472014,0.061673779500854724
quality,60,post_event,theme_core,47,0.038681897520640475,0.10780834362384936,0.35880244719837495,0.06451307218880611,0.7021276595744681,2.4598256477706917,0.01771860816978421,0.007859989793494504,0.06950380524778645,0.0752628969986236,0.13214081121746973,0.5695658767733782,3.9047469233328647,0.00030659363689644614,0.03748444912129182,0.11304134487595538
quality,60,post_event_extended,theme_core,43,-0.08263316714617897,0.10117663441517662,-0.8167218412019435,-0.039299381807477184,0.23255813953488372,-5.355603265136485,3.332805033506858e-06,-0.11287457966096189,-0.052391754631396045,-0.03599740185778461,0.12484773610951817,-0.28833043337051134,-1.890709091512482,0.0655751708109602,-0.07331404033907371,0.0013192366235044856
quality,60,pre_event,theme_core,150,0.04704488392683699,0.055874815737924036,0.8419693793264023,0.03913658384122519,0.7933333333333333,10.311976791987705,0.0,0.038103051108880584,0.0559867167447934,0.04010206530921608,0.06615328019652522,0.6061991966246065,7.424393571076883,8.073985924283988e-12,0.02951533559808321,0.05068879502034895
revenue_revision,1,post_event,theme_core,47,-0.009094795651782067,0.11536203983124829,-0.0788369871500707,-0.0023290953687781805,0.48936170212765956,-0.5404791536371403,0.5914741441614686,-0.04207627025174509,0.023886678948180952,-0.007154062225297857,0.11594835568395594,-0.06170041983862116,-0.42299676711331896,0.6742686543049496,-0.04030316182072663,0.025995037370130914
revenue_revision,1,post_event_extended,theme_core,73,0.008750618662464413,0.11970383353201798,0.07310224246179908,-0.005676578023215365,0.5342465753424658,0.6245858333847215,0.5342172119849138,-0.01870951837824516,0.03621075570317399,0.004449327975053345,0.12176509782633649,0.03654025705624656,0.31220009314343594,0.7557908251192833,-0.02348366443151189,0.03238232038161858
revenue_revision,1,pre_event,theme_core,60,0.014326305156993197,0.12009658616634533,0.11928986172138054,0.019889778411830407,0.55,0.9240152956365849,0.35924210859067784,-0.016062323949369944,0.044714934263356335,0.015368585682037722,0.12491492979167562,0.12303241660279018,0.9530050010925186,0.34447570848611764,-0.016239252579316396,0.04697642394339184
revenue_revision,2,post_event,theme_core,47,-0.015578971414442097,0.11637136898584889,-0.1338728894418742,-0.005267628253911148,0.44680851063829785,-0.9177862903711653,0.3635180190012639,-0.04884900855997172,0.01769106573108753,-0.013562178785605433,0.11815352064735506,-0.11478438146657995,-0.7869220728555472,0.4353631768584889,-0.04734172486356403,0.020217367292353166
revenue_revision,2,post_event_extended,theme_core,73,0.0055798401374991475,0.11954616514814344,0.04667519138388525,-0.003724460486144056,0.5205479452054794,0.3987930099973281,0.6912260125336789,-0.021844127673700964,0.03300380794869926,0.0008551987057876138,0.12258952990872053,0.006976115386235594,0.05960395598776416,0.95263619599897,-0.02726691895512437,0.028977316366699597
revenue_revision,2,pre_event,theme_core,60,0.022554264580774492,0.11509596070107751,0.19596052236230513,0.023622380863010637,0.5166666666666667,1.5179036792466278,0.13437921252868135,-0.006569031701278587,0.05167756086282757,0.02602908357705947,0.11841395836908943,0.21981431864585027,1.702674390746617,0.09389248958629404,-0.003933781952776667,0.05599194910689561
revenue_revision,3,post_event,theme_core,47,-0.014277476205909004,0.11924450645511304,-0.11973277956652405,-0.0069921421821620726,0.48936170212765956,-0.8208465810540446,0.41596741224854306,-0.04836893008959057,0.019813977677772564,-0.012578592700752294,0.12611117225499194,-0.09974209640458233,-0.6837973620697193,0.4975334530285045,-0.04863319463552957,0.02347600923402498
revenue_revision,3,post_event_extended,theme_core,73,0.00830325043979915,0.11677200061201513,0.07110651865413699,0.0017035596284472113,0.5205479452054794,0.6075343616974372,0.5454077691585235,-0.018484322227755173,0.035090823107353473,0.0033342000693729035,0.11830732137690188,0.02818253368065746,0.24079167332007478,0.8104009303283288,-0.02380557617730874,0.030473976316054543
revenue_revision,3,pre_event,theme_core,60,0.03237051795094186,0.11135349373202533,0.29070051478440573,0.029667770361648256,0.5666666666666667,2.2517565049878527,0.02807427464697576,0.0041941964688869855,0.06054683943299674,0.031006931419656682,0.11289198260768321,0.2746601725244784,2.1275085481075213,0.03756751900172439,0.0024413185404102457,0.059572544298903116
revenue_revision,5,post_event,theme_core,47,-0.006444674476895537,0.10630259091866137,-0.060625751651027515,0.003489697491557412,0.5106382978723404,-0.415629213209138,0.6796138950404713,-0.03683609445718276,0.02394674550339168,-0.0014602748099012295,0.11553555561299776,-0.012639181091512823,-0.08664985999533178,0.9313259197400734,-0.03449135677080233,0.03157080715099988
