factor_name,n_periods,cum_return_gross,ann_return_gross,ann_vol,sharpe_gross,max_drawdown,turnover,transaction_cost,net_return,ic,icir,portfolio
theme_exposure,299,0.007465370305466346,0.006288202871569837,0.14491078701128007,0.11549351223272838,-0.13461228970157535,0.7199143620332121,0.0007199143620332121,0.006740081516132257,,,A_theme_exposure
beta,299,0.05073199505281156,0.04259016181969022,0.1418939231137174,0.36470169028397237,-0.14779163089303293,0.016666666666666666,1.6666666666666667e-05,0.05071448285289404,,,B_single_best_factor
quality_inc,299,0.1672130130180478,0.13918629258778137,0.14400602121228753,0.976986704192499,-0.1624741097135306,0.37135416666666665,0.00037135416666666664,0.16677956360227597,,,C_incremental_blend
quality_inc,299,0.1672130130180478,0.13918629258778137,0.14400602121228753,0.976986704192499,-0.1624741097135306,0.37135416666666665,0.00037135416666666664,0.16677956360227597,,,C_incremental_blend
order_or_contract_inc,299,0.0,0.0,0.0,,0.0,1.0,0.001,-0.0010000000000000009,,,C_incremental_blend
noise_alpha_hz1,299,-0.05545307412927192,-0.04694455575472811,0.13883942846332542,-0.27711585412442175,-0.1822969451747607,0.5953177257525084,0.0005953177257525084,-0.05601537965704784,,,D_multi_horizon_h1
beta_hz10,299,0.05073199505281156,0.04259016181969022,0.1418939231137174,0.36470169028397237,-0.14779163089303293,0.016666666666666666,1.6666666666666667e-05,0.05071448285289404,,,D_multi_horizon_h10
beta_hz40,299,0.05073199505281156,0.04259016181969022,0.1418939231137174,0.36470169028397237,-0.14779163089303293,0.06666666666666667,6.666666666666667e-05,0.050661946253141465,,,D_multi_horizon_h40
